"m_Arnim_Graefin-Dolores_1810" "m_Brentano_Godwi_1801" "m_Clauren_Liebe-und-Irrtum_1827" "m_Cleland_Fanny-Hill_1748" "m_Crebillon_Schaumloeffel_1735" "m_Crebillon_Sopha_1742" "m_Fielding_Tom-Jones_1749" "m_Forster_Ansichten_1791" "m_Goethe_Werther_1774" "m_Hauff_Bettlerin_1826" "m_Hoelderlin_Fragment-von-Hyperion_1794" "m_Hoffmann_Elixiere_1816" "m_Jacobi_Eduard-Allwill_1792" "m_Knigge_Benjamin-Noldmann_1790" "m_Lavater_Unveraenderte-Fragmente_1773" "m_Lesage_Teufel_1707" "m_Loen_Der-redliche-Mann_1740" "m_Moritz_Anton-Reiser_1785" "m_Mueller_Siegfried_1779" "m_Novalis_Lehrlinge_1802" "m_Paul_Flegeljahre_1804" "m_Paul_Hesperus_1795" "m_Paul_Katzenberger_1809" "m_Paul_Luftschiffers-Giannozzo_1801" "m_Paul_Titan_1800" "m_Pestalozzi_Lienhard-und-Gertrud_1781" "m_Pfeffel_Biographie-eines-Pudels_1789" "m_Sade_Geschichte-der-Justine_1797" "m_Schiller_Geisterseher_1787" "m_Schilling_Denkwuerdigkeiten_1787" "m_Schlegel_Lucinde_1799" "m_Schnabel_Kavalier_1738" "m_Spindler_Der-Jude_1827" "m_Stendhal_Rot-und-Schwarz_1830" "m_Tieck_William-Lovell_1795" "m_Waiblinger_Briten-in-Rom_1828" "m_Wezel_Belphegor_1776" "m_Wieland_Agathon_1794" "m_Wieland_Aristipp_1801" "m_Wieland_Der-goldene-Spiegel_1772" "m_Wieland_Peregrinus_1788" "w_Ehrmann_Nina_1788" "w_Fischer_Guenstling_1808" "w_Fischer_Honigmonathe_1802" "w_Fischer_Margarethe_1812" "w_Fouque_Falkenstein_1810" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Resignation_1829" "w_Huber_Ellen-Percy_1822" "w_La-Roche_Oneida_1798" "w_La-Roche_Rosaliens-Briefe_1779" "w_Mereau_Amanda-und-Eduard_1803" "w_Mereau_Bluethenalter_1794" "w_Naubert_Amtmannin_1787" "w_Naubert_Hermann-von-Unna_1788" "w_Schlegel_Florentin_1801"
"desto" 0.00371096069350433 0.00168016398400484 0.00217627856365615 0 0.0299028942853995 0.0142818377868864 0.00606030264624433 0.0402953898784559 0.0126345580431597 0.0109247828699405 0.0569313976658127 0.0158841392198085 0.0120943358193913 0.0235710076605775 0.033522674364466 0.0181005712992816 0.03357765857254 0.0170723947137658 0.0106103047279518 0.0466679111442972 0.0138691009040132 0.0157637538752562 0.0190473922929489 0 0.0150803405140888 0.0118301972356772 0 0.0222100731223946 0.0210266249638605 0 0.0066851622823144 0.0392473235505745 0.00493362378462076 0.00495838059289836 0.0133392618941752 0.00792267469497702 0.0343642611683849 0.0898355699292467 0.045617757748971 0.0605713350249652 0.0448870809370178 0.0136696056318775 0.00603974149906384 0.00298338255914556 0 0.00762741598401294 0 0.0036248432255305 0 0.0117985979332789 0.00590393838104927 0.00604607106148854 0.0314564328405159 0.0105014439485429 0.0144635176797473 0.0125695816124978
"weiter" 0.0363674147963425 0.0436842635841258 0.058759521218716 0.0464295663478503 0.0676749712774831 0.0214227566803296 0.0669268205280895 0.0296047762372329 0.0530651437812705 0.0682798929371279 0 0.0485867787900023 0.0443458980044346 0.040713558686452 0.016761337182233 0.0260195712427173 0.0434052659596249 0.0450090406090189 0.0615397674221204 0.0280007466865783 0.0617805403906043 0.0335485018370836 0.0380947845858978 0.0486399521083548 0.0493881151836408 0.0236603944713545 0.012950012950013 0.0461286134080503 0.0367965936867559 0.0260631597237305 0.0300832302704148 0.0654122059176242 0.0349148760142392 0.0421462350396361 0.0431938004192339 0.0448951566048698 0.0633591065292096 0.0142497800577426 0.0276471259084673 0.0261930097405255 0.0233786879880301 0.0501218873168842 0.0543576734915746 0.0596676511829112 0.0369169105819687 0.0564428782816957 0.0524458853819014 0.0521977424476391 0.0338405658142604 0.0304797113276372 0.0140786222932713 0.0463532114714122 0.00629128656810318 0.032379452174674 0.0433905530392418 0.0484826719339199
"darüber" 0.0423049519059494 0.010080983904029 0.015233949945593 0.0232147831739252 0.0723964809014936 0.148531112983619 0.0413681528461026 0.0139800332231378 0.0277960276949512 0.024580761457366 0 0.0149497780892315 0.0564402338238258 0.0460706058820378 0.0558711239407766 0.0633519995474857 0.149871012653045 0.0388008970767404 0.0212206094559036 0 0.0296294428403919 0.0286981160293125 0.0249997023844954 0.0187076738878288 0.0207354682068721 0.0315471926284727 0 0.0210710950135538 0.0183982968433779 0.0217192997697754 0.033425811411572 0.0196236617752873 0.00759019043787809 0.027271093260941 0.048910626945309 0.015845349389954 0.0236254295532646 0.0204453366045872 0.0231544679483413 0.0139150364246542 0.0187029503904241 0.0227826760531292 0.0422781904934469 0.02685044303231 0.0711968989795111 0.025933214345644 0.0286068465719462 0.0463979932867903 0.00902415088380278 0.0255636288554377 0.0472315070483941 0.0302303553074427 0.0188738597043095 0.0131268049356787 0.0114185665892742 0.0269348177410666
"essen" 0.0170704191901199 0.0109210658960315 0.00652883569096844 0.00928591326957006 0.00157383654133682 0 0.014492028067106 0.00575648426835085 0.0126345580431597 0 0 0.0028030833917309 0.00806289054626083 0.00428563775646863 0.0297979327684142 0.00452514282482041 0.0122845092338561 0.0248325741291139 0.00848824378236143 0 0.0226948923883853 0.0133385609713706 0.0214283163295675 0.0224492086653945 0.00716316174419218 0.0427201566843901 0 0.00740335770746486 0 0.00217192997697754 0.0066851622823144 0.0138092434714984 0.00303607617515123 0.010536558759909 0.00317601473670838 0 0.0182560137457045 0.00185866696405338 0.00345589073855841 0.00245559466317427 0.00280544255856361 0.00455653521062584 0 0 0.0131846109221317 0 0.00476780776199104 0.0014499372902122 0.00676811316285208 0.0245804123609978 0.0326987356488882 0 0 0 0 0
"worin" 0.0141016506353165 0.000840081992002419 0.00870511425462459 0 0.0834133366908513 0.0299918593524615 0.0242412105849773 0.0312494860281903 0 0.00546239143497023 0.0142328494164532 0.0112123335669236 0.0201572263656521 0.0107140943911716 0 0.0339385711861531 0.00163793456451415 0.0791538300365505 0 0 0.0416073027120396 0.0307191101158838 0.0333329365126606 0.0299322782205261 0.0395858938494831 0 0 0.000569489054420374 0.0341682655662733 0.00217192997697754 0 0.000726802287973603 0.00113852856568171 0.00247919029644918 0.00190560884202503 0.0184862409549464 0 0.117096018735363 0.0459633468228269 0.0622083981337481 0.072941506522654 0 0 0 0 0.00457644959040776 0.00238390388099552 0.0036248432255305 0.00225603772095069 0.00393286597775964 0.00408734195611103 0.00604607106148854 0 0 0.00152247554523655 0.00359130903214222
"zwei" 0.0341408383802399 0.0470445915521355 0.0195865070729053 0.0789302627913455 0.0157383654133682 0.0257073080163955 0.0447935412983276 0.0419400996694133 0.0480113205640067 0.0300431528923363 0.0142328494164532 0.0308339173090399 0.048377343277565 0.0492848341993893 0.00931185399012944 0.143673284688048 0.0303017894435117 0.0232805382460442 0.0466853408029879 0.00933358222885944 0.0661934361327903 0.124897434550107 0.0678563350436304 0.0448984173307891 0.0614523875949119 0.0374622912463113 0.012950012950013 0.127565548190164 0.0604515467710989 0.0803614091481691 0.0267406491292576 0.111200750059961 0.0284632141420428 0.0892508506721705 0.0165152766308836 0.0607405059948239 0.0225515463917526 0.0111520017843203 0.0490736484875294 0.0180076941966113 0.0355356057418058 0.0250609436584421 0.0241589659962554 0.0716011814194934 0.0263692218442634 0.0289841807392492 0.0405263659769238 0.028998745804244 0.0248164149304576 0.122902061804989 0.152139950588577 0.0241842842459542 0.0251651462724127 0.0122516846066334 0.00837361549880105 0.0197521996767822
"wovon" 0.0066797292483078 0.000840081992002419 0 0 0.0141645288720314 0.0142818377868864 0.0176539250999291 0.0180918077005312 0.0126345580431597 0.00273119571748511 0.0284656988329063 0.00467180565288484 0.0241886716387825 0.0332136926126319 0.0111742247881553 0.00565642853102551 0.000818967282257074 0.0310407176613923 0.0106103047279518 0 0.021434065033475 0.00687137989434243 0.0178569302746396 0.0299322782205261 0.00640914471848774 0.00262893271903939 0 0.00113897810884075 0.00788498436144768 0.00434385995395508 0 0.00436081372784161 0.000379509521893904 0.00247919029644918 0.0025408117893667 0 0.0204037800687285 0.0359342279716987 0.028338304056179 0.0343783252844397 0.0252489830270725 0.00455653521062584 0 0 0.0105476887377054 0.00305096639360517 0.00238390388099552 0.0021749059353183 0.00564009430237674 0.0157314639110386 0.0136244731870368 0.00403071404099236 0 0.00262536098713573 0.00608990218094622 0.00897827258035554
"große" 0.0378517990737442 0.0445243455761282 0.015233949945593 0 0.0314767308267363 0.0314200431311501 0.0521713010415816 0.0871696189207414 0.0227422044776874 0.0355055443273065 0.0426985482493595 0.0121466946975006 0.0322515621850433 0.0803557079337869 0.0204860787782848 0.0407262854233837 0 0.0325927535444619 0.0466853408029879 0.112002986746313 0.030259856517847 0.0521416474335396 0.0345233985309699 0.0411568825532233 0.0350617916952565 0 0.0259000259000259 0.0159456935237705 0.0341682655662733 0.0195473697927979 0.0768793662466156 0.0225308709271817 0.00759019043787809 0.0421462350396361 0.0444642063139173 0.0316906987799081 0.0365120274914089 0.0346951166623298 0.0518383610783761 0.0663010559057052 0.0598494412493571 0.0182261408425034 0.0664371564897022 0.0387839732688923 0 0.044239012707275 0.0572136931438924 0.0326235890297745 0.0282004715118837 0.0412950927664762 0.0604018311291963 0.022168927225458 0.0188738597043095 0.0140019252647239 0.0190309443154569 0.0448913629017777
"teufel" 0.0259767248545303 0.00252024597600726 0.0108813928182807 0.00464295663478503 0 0.00428455133606593 0.0118571138730867 0.00328941958191477 0.00758073482589579 0.0109247828699405 0 0.0336370007007709 0.00403144527313042 0.00214281887823432 0.00558711239407766 0.149329713219073 0 0.00388008970767404 0.0106103047279518 0 0.0277382018080264 0.0218267361349701 0.0190473922929489 0.0636060912186179 0.0124412809241233 0.0460063225831893 0.012950012950013 0.0318913870475409 0.0105133124819302 0.00434385995395508 0.0033425811411572 0.00436081372784161 0.0299812522296184 0.021073117519818 0.000635202947341676 0.0237680240849311 0.00859106529209622 0.00061955565468446 0 0 0.00280544255856361 0.00227826760531292 0 0.00895014767743668 0 0.00762741598401294 0.0166873271669686 0.0014499372902122 0.00112801886047535 0 0.00136244731870368 0 0 0.00525072197427146 0.000761237772618277 0.00359130903214222
"selber" 0.00742192138700867 0.000840081992002419 0 0 0.00157383654133682 0.0371327782459047 0.00263491419401927 0 0.00505382321726386 0 0 0 0.0282201169119129 0.0396421492473349 0.0428345283545954 0.022625714124102 0.00982760738708489 0.0822579018026897 0.00636618283677107 0.0186671644577189 0.179667898074717 0.141469586059991 0.252377947881573 0.0785722303288809 0.131952979498277 0.12750323687341 0.0259000259000259 0.000569489054420374 0.00525665624096512 0 0.0100277434234716 0.00145360457594721 0.00759019043787809 0.0495838059289836 0.0965508479959347 0 0.00214776632302406 0.00185866696405338 0.00207353444313505 0.00245559466317427 0.00280544255856361 0 0 0 0 0.00610193278721035 0 0.00869962374127319 0 0 0 0 0.00629128656810318 0.00262536098713573 0 0.0179565451607111
"ungefähr" 0.00296876855480347 0.00252024597600726 0.00652883569096844 0.0139288699043551 0.00629534616534727 0.0114254702295091 0.0134380623894983 0.00328941958191477 0.0151614696517916 0 0 0.00186872226115394 0.00403144527313042 0.0117855038302887 0.00186237079802589 0.00452514282482041 0.00409483641128537 0 0.00424412189118071 0 0.000630413677455146 0.00161679526925704 0.00357138605492792 0 0.00075401702570444 0 0.012950012950013 0.0148067154149297 0.0183982968433779 0.023891229746753 0.0066851622823144 0 0.00303607617515123 0.00309898787056147 0.000635202947341676 0 0 0.0123911130936892 0.0179706318405037 0.0171891626422199 0.0158975078318605 0.00227826760531292 0 0 0 0.00305096639360517 0 0.0101495610314854 0.00451207544190139 0.00294964948331973 0.00363319284987647 0.00201535702049618 0.00629128656810318 0.000875120329045244 0.00152247554523655 0.0215478541928533
"groß" 0.0103906899418121 0.0134413118720387 0 0 0.0330505673680732 0.0114254702295091 0.0126475881312925 0.0205588723869673 0.00505382321726386 0.0191183700223958 0.0284656988329063 0.0028030833917309 0.0161257810925217 0.0257138265388118 0.0111742247881553 0.00678771423723061 0.0180172802096556 0.0131923050060917 0.0190985485103132 0 0.0132386872265581 0.0303149112985695 0.0190473922929489 0.0261907434429603 0.0196044426683155 0.0203742285725553 0.0259000259000259 0.0130982482516686 0.00262832812048256 0.0173754398158203 0.033425811411572 0.0101752320316304 0.00796969995977199 0.0136355466304705 0.0139744648415169 0.0290498072149158 0.00859106529209622 0.0210648922592717 0.0165882755450804 0.015552099533437 0.0149623603123393 0.00455653521062584 0.0241589659962554 0.00895014767743668 0.00791076655327901 0.0122038655744207 0.00476780776199104 0.00942459238637929 0.00789613202332743 0.00688251546107937 0.0136244731870368 0.0120921421229771 0 0.0105014439485429 0.0175084687702204 0.0179565451607111
"großer" 0.0356252226576416 0.015961557848046 0.0043525571273123 0 0.0141645288720314 0.0157100215655751 0.0300380218118197 0.021381227282446 0 0.0136559785874256 0 0.00560616678346181 0.0161257810925217 0.0224995982214603 0.0186237079802589 0.0418575711295888 0 0.0093122152984177 0.0275867922926746 0.0280007466865783 0.00567372309709631 0.0141469586059991 0.0190473922929489 0.0187076738878288 0.00867119579560107 0 0 0.0279049636665983 0.00788498436144768 0.00868771990791017 0.0133703245646288 0.00872162745568323 0.00455411426272685 0.0179741296492566 0.0177856825255669 0 0.00966494845360825 0.0117715574390047 0.0127867957326661 0.0261930097405255 0.0261841305465937 0.0182261408425034 0.0181192244971915 0.0179002953548734 0 0.0228822479520388 0.0333746543339373 0.0188491847727586 0.0101521697442781 0.0176978968999184 0.0099912803371603 0.00806142808198472 0.0251651462724127 0.00612584230331671 0.00532866440832794 0.0287304722571377
"gerne" 0.0133594584966156 0.0310830337040895 0 0 0 0.0285636755737728 0.0208158221327522 0 0.00505382321726386 0.0300431528923363 0.0426985482493595 0 0.0161257810925217 0 0.00744948319210355 0 0.00737070554031366 0.00853619735688289 0.00424412189118071 0 0.00126082735491029 0.0020209940865713 0 0.00374153477756576 0.00113102553855666 0.00722956497735832 0.012950012950013 0.0165151825781908 0.0105133124819302 0.00434385995395508 0 0.00508761601581522 0.0254271379668916 0.00123959514822459 0.00825763831544178 0.0105635662599694 0 0.0173475583311649 0.00276471259084673 0.000818531554391422 0 0.0501218873168842 0.00603974149906384 0.00298338255914556 0.00263692218442634 0 0 0.0036248432255305 0.00112801886047535 0.055060123688635 0.0204367097805552 0.00403071404099236 0 0 0.000761237772618277 0.00538696354821332
"vergnügen" 0.0155860349127182 0.0042004099600121 0 0.0417866097130653 0.0535104424054518 0.0714091889344321 0.0308284960700255 0.00657883916382954 0.0202152928690554 0.0136559785874256 0 0.00467180565288484 0 0.0192853699041089 0.0409721575565695 0.0407262854233837 0.0475001023709103 0.056649309732041 0.00848824378236143 0 0.0138691009040132 0.0133385609713706 0.00595231009154653 0.014966139110263 0.0037700851285222 0 0.012950012950013 0.0740335770746486 0.0105133124819302 0.291038616914991 0.0100277434234716 0.0908502859967003 0.00493362378462076 0.0235523078162672 0.0146096677888585 0.0264089156499234 0.0236254295532646 0.101607127368251 0.036978030902575 0.0499304248178767 0.0215083929489877 0.0113913380265646 0 0.00596676511829112 0 0.00152548319680259 0.00476780776199104 0.0028998745804244 0.00789613202332743 0.0609594226552745 0.0599476820229618 0.0463532114714122 0.00629128656810318 0.0113765642775882 0.00913485327141933 0.0143652361285689
"dergleichen" 0.00371096069350433 0.00504049195201452 0.0261153427638738 0.00464295663478503 0.0236075481200523 0.00142818377868864 0.0392602214908871 0.00328941958191477 0.00505382321726386 0.0273119571748511 0 0.00840925017519271 0.048377343277565 0.0685702041034982 0.0186237079802589 0 0.0532328733467098 0.0426809867844145 0.0339529751294457 0 0.0201732376785647 0.00687137989434243 0.0214283163295675 0.014966139110263 0.00829418728274884 0.0269465603701537 0 0.00398642338094262 0.00262832812048256 0.00217192997697754 0 0.0952110997245419 0.00531313330651466 0.00557817816701065 0.00317601473670838 0.00528178312998468 0.00751718213058419 0.0105324461296358 0.00967649406796355 0.015552099533437 0.0102866227147332 0.0113913380265646 0 0.00895014767743668 0.0131846109221317 0.0122038655744207 0.00238390388099552 0.00942459238637929 0.00789613202332743 0 0.00272489463740735 0.00201535702049618 0 0.00525072197427146 0.00761237772618277 0.00897827258035554
"gar" 0.0734770217313858 0.101649921032293 0.0914036996735582 0.00928591326957006 0.0786918270668408 0.0642682700409889 0.104606093502565 0.050986003519679 0.0808611714762218 0.0764734800895832 0.0142328494164532 0.0635365568792338 0.10078613182826 0.107140943911716 0.0614582363348543 0.0169692855930765 0.0515949387821956 0.0574253276735758 0.146422205245735 0.00933358222885944 0.0958228789731822 0.0949867220688512 0.12023666384924 0.0860552998840124 0.0539122173378675 0.166279994479241 0.0777000777000777 0.0244880293400761 0.0709648592530291 0.0434385995395508 0.123675502222816 0.112654354635908 0.035673895058027 0.0570213768183311 0.10989010989011 0.102994771034701 0.0665807560137457 0.0508035636841257 0.0528751282999437 0.0482933617090939 0.0467573759760602 0.0888524366072039 0.0664371564897022 0.0686177988603479 0.168763019803286 0.0335606303296569 0.0166873271669686 0.0529227110927452 0.0970096220008799 0.00786573195551929 0.0440524633047522 0.0241842842459542 0.00629128656810318 0.075260348297891 0.041106839721387 0.0879870712874843
"sondern" 0.033398646241539 0.0302429517120871 0.0130576713819369 0.0325006964434952 0.0220337115787154 0.0157100215655751 0.0521713010415816 0.0731895856976037 0.0126345580431597 0.0273119571748511 0 0.056996028965195 0.048377343277565 0.110355172229067 0.0949809106993202 0.0147067141806663 0.0696122189918513 0.0869140094518985 0.0657838893133011 0.0186671644577189 0.121039426071388 0.153595550579419 0.172616992654849 0.112246043326973 0.115364604932779 0.0381195244260711 0.0518000518000518 0.0279049636665983 0.0131416406024128 0.0304070196776856 0.123675502222816 0.241298359607236 0.0375714426674965 0.0179741296492566 0.0514514387346757 0.0211271325199387 0.0526202749140893 0.0173475583311649 0.0584045534816371 0.0442007039371368 0.045822228456539 0 0.0483179319925107 0.00895014767743668 0.0606492102418058 0.0198312815584336 0.0143034232859731 0.00579974916084879 0.0349685846747358 0.0698083711052337 0.0558603400668507 0.0322457123279389 0.0251651462724127 0.0560077010588956 0.0327332242225859 0.0251391632249955
"obgleich" 0.00371096069350433 0.000840081992002419 0.00217627856365615 0.00464295663478503 0 0.00856910267213185 0.0558601809132086 0.00246706468643608 0.00505382321726386 0.0163871743049107 0 0.00373744452230787 0 0.020356779343226 0 0.0271508569489225 0.00245690184677122 0.0131923050060917 0.0169764875647229 0 0.00882579148437205 0.00646718107702817 0.00476184807323722 0.00748306955513151 0.00452410215422664 0.00131446635951969 0 0.00626437959862411 0.00262832812048256 0 0.016712905705786 0.00872162745568323 0.0254271379668916 0.0111563563340213 0.00317601473670838 0 0.0118127147766323 0.00433688958279122 0.00138235629542336 0.000818531554391422 0 0 0.00603974149906384 0.00298338255914556 0 0.00457644959040776 0.0119195194049776 0.0043498118706366 0.0101521697442781 0.000983216494439911 0.000454149106234559 0.0282149982869465 0 0.00437560164522622 0.00608990218094622 0.0251391632249955
"indes" 0 0.0042004099600121 0 0 0.0125906923306945 0.00856910267213185 0.00131745709700964 0 0.0101076464345277 0 0.0426985482493595 0 0 0.0396421492473349 0 0 0 0.0613054173812499 0 0 0.0579980583258734 0.0153595550579419 0.0654754110070118 0.0486399521083548 0.0407169193880398 0 0.0259000259000259 0.00284744527210187 0.00525665624096512 0.0130315798618653 0 0 0 0.000619797574112295 0.0190560884202503 0 0 0.00805422351089798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000761237772618277 0
"vier" 0.00964849780311127 0.00672065593601936 0.015233949945593 0.0417866097130653 0.00629534616534727 0.00428455133606593 0.00711426832385203 0.0139800332231378 0.0101076464345277 0.0109247828699405 0 0.0158841392198085 0.0161257810925217 0.020356779343226 0.00558711239407766 0.0260195712427173 0.022112116620941 0.0194004485383702 0.0233426704014939 0 0.0271077881305713 0.037186291192912 0.027380626421114 0.0336738129980918 0.0113102553855666 0.00525786543807878 0.0259000259000259 0.0335998542108021 0.0105133124819302 0.0217192997697754 0.0066851622823144 0.0305256960948913 0.00796969995977199 0.031609676279727 0.0025408117893667 0.0264089156499234 0.0128865979381443 0.00247822261873784 0.0214265225790621 0.00900384709830564 0.0177678028709029 0.00911307042125168 0.0120794829981277 0.047734120946329 0 0.00457644959040776 0.00238390388099552 0.00507478051574269 0.0135362263257042 0.0324461443165171 0.0613101293416655 0.00806142808198472 0.00629128656810318 0.0122516846066334 0.0129410421345107 0.00897827258035554
"wollt" 0.00371096069350433 0.00168016398400484 0.00652883569096844 0 0.0267552212027259 0 0.0197618564551445 0 0.00758073482589579 0.00819358715245535 0.0142328494164532 0.00560616678346181 0.00403144527313042 0.00321422831735148 0.00372474159605177 0.0282821426551276 0.00163793456451415 0.000776017941534808 0.0424412189118071 0.00933358222885944 0.0239557197432956 0.0286981160293125 0.015476006238021 0.0224492086653945 0.0169653830783499 0.0144591299547166 0 0.00455591243536299 0.00262832812048256 0.00434385995395508 0.0100277434234716 0.00145360457594721 0.0349148760142392 0.00309898787056147 0.00889284126278346 0.0686631806898009 0.00429553264604811 0.00433688958279122 0.00449265796012593 0.00409265777195711 0 0 0.036238448994383 0.00596676511829112 0.0263692218442634 0 0.00715171164298655 0.0021749059353183 0.00338405658142604 0 0.00590393838104927 0.00403071404099236 0 0.000875120329045244 0.013702279907129 0.00179565451607111
"viele" 0.0571487946799668 0.0462045095601331 0.00217627856365615 0.0139288699043551 0.0676749712774831 0.0471300646967252 0.0250316848431831 0.0452295192513281 0.0328498509122151 0.0273119571748511 0 0.0102779724363466 0.0322515621850433 0.0107140943911716 0.0689077195269578 0.0248882855365122 0.0384914622660825 0.0248325741291139 0.0190985485103132 0.0280007466865783 0.0479114394865911 0.0355694959236549 0.0416661706408257 0.0598645564410521 0.0320457235924387 0.0295754930891931 0 0.0216405840679742 0.0473099061686861 0.0195473697927979 0.0434535548350436 0.0421545327024689 0.0144213618319684 0.0117761539081336 0.0539922505240424 0.0211271325199387 0.0493986254295533 0.0359342279716987 0.0380147981241425 0.0458377670459196 0.0271192780661149 0.0341740140796938 0.00603974149906384 0.02685044303231 0.023732299659837 0.018305798361631 0.0190712310479641 0.0159493101923342 0.00902415088380278 0.0521104742053153 0.0399651213486412 0.0483685684919083 0.0125825731362064 0.00612584230331671 0.00608990218094622 0.0251391632249955
"ende" 0.0133594584966156 0.036123525656104 0.0522306855277476 0.0371436530782802 0.0503627693227781 0.0157100215655751 0.0416316442655045 0.0131576783276591 0.0454844089553747 0.0327743486098214 0 0.0130810558280776 0.0524087885506954 0.0224995982214603 0.0279355619703883 0.0350698568923582 0.0286638548789976 0.0574253276735758 0.0381970970206264 0.0466679111442972 0.0271077881305713 0.0266771219427412 0.0357138605492792 0.0374153477756576 0.0278986299510643 0.0203742285725553 0.0388500388500388 0.0233490512312353 0.023654953084343 0.0325789496546631 0.0200554868469432 0.0319793006708385 0.0402280093207539 0.0452452229101975 0.0501810328399924 0.0237680240849311 0.0365120274914089 0.0185866696405338 0.043544223305836 0.0302856675124826 0.0308598681441997 0.0318957464743809 0.0422781904934469 0.0447507383871834 0.0395538327663951 0.0320351471328543 0.0214551349289597 0.0434981187063659 0.029328490372359 0.0422783092609162 0.03088213922395 0.0141074991434733 0 0.0402555351360812 0.0281657975868763 0.0466870174178488
"fertig" 0.0066797292483078 0.00840081992002419 0.00217627856365615 0.0185718265391401 0.00629534616534727 0.00142818377868864 0.00816823400145974 0.00493412937287216 0.00505382321726386 0.0136559785874256 0 0.00467180565288484 0.00806289054626083 0.00428563775646863 0.00372474159605177 0.00339385711861531 0.00409483641128537 0.00388008970767404 0.0212206094559036 0.00933358222885944 0.0081953778069169 0.00444618699045687 0.00952369614647445 0.014966139110263 0.0037700851285222 0.0144591299547166 0.0259000259000259 0.0113897810884075 0.00262832812048256 0.00868771990791017 0.0066851622823144 0.00872162745568323 0.00645166187219637 0.0154949393528074 0.00444642063139173 0.00528178312998468 0.00214776632302406 0.00681511220152906 0.0058750142555493 0.00900384709830564 0.00280544255856361 0 0.00603974149906384 0.0149169127957278 0.0316430662131161 0.00305096639360517 0.00476780776199104 0.0115994983216976 0 0.0147482474165987 0.00953713123092574 0.00201535702049618 0 0.00175024065809049 0.00228371331785483 0.0107739270964266
"andere" 0.0103906899418121 0.0344433616720992 0.0261153427638738 0.0232147831739252 0.0550842789467886 0.0685528213770548 0.0374157815550737 0.0756566503840397 0.0581189669985344 0.0327743486098214 0.0142328494164532 0.0224246671338472 0.00403144527313042 0.00214281887823432 0.065182977930906 0.0497765710730245 0.105646779411163 0.0186244305968354 0.00636618283677107 0.0560014933731566 0.0800625370368035 0.0404198817314261 0.08571326531827 0.115987578104538 0.0508961492350497 0.0663805511557446 0.0388500388500388 0.0660607303127634 0.0315399374457907 0.0499543894704835 0.0033425811411572 0.111927552347935 0.0106262666130293 0.00619797574112295 0.0222321031569586 0.0686631806898009 0.00429553264604811 0.0334560053529609 0.0732648836574383 0.0376524515020054 0.0748118015616964 0.0501218873168842 0.0543576734915746 0.02685044303231 0.0817445877172165 0.00305096639360517 0.0715171164298656 0.112370139991445 0.0157922640466549 0.0088489484499592 0.0099912803371603 0.0463532114714122 0.0440390059767222 0.0787608296140719 0.068511399535645 0.0287304722571377
"geld" 0.0200391877449234 0.00756073792802177 0.0174102285092492 0.0139288699043551 0 0.00428455133606593 0.0287205647148101 0.00411177447739346 0.00758073482589579 0.0191183700223958 0 0.00840925017519271 0.0120943358193913 0.0685702041034982 0.00186237079802589 0.0373324283047684 0.0532328733467098 0.0209524844214398 0.0212206094559036 0 0.034672752260033 0.00323359053851408 0.0285710884394233 0.0411568825532233 0.00414709364137442 0.0433773898641499 0 0.0375862775917447 0.0262832812048256 0 0.0100277434234716 0.0305256960948913 0.0314992903171941 0.027271093260941 0.0190560884202503 0.0501769397348545 0.0236254295532646 0.00061955565468446 0.00449265796012593 0.00491118932634853 0.00280544255856361 0.00455653521062584 0 0.00298338255914556 0.00527384436885268 0.00762741598401294 0.00715171164298655 0.0043498118706366 0.0315845280933097 0.00294964948331973 0.0249782008429007 0.00403071404099236 0 0.0140019252647239 0.00532866440832794 0.0251391632249955
